rating;rating_count;age;year;review_count;pages_count;price;name;author;link;text_reviews
4.0;3;16;;0;464 стр.;599.0;Чистый код: создание, анализ и рефакторинг (pdf+epub);Роберт Мартин;https://www.litres.ru/book/robert-s-martin/chistyy-kod-sozdanie-analiz-i-refaktoring-pdf-epub-70729888/;[]
4.3;3;0;2022;3;513 стр.;549.0;Qt 6. Разработка оконных приложений на C++;Николай Прохоренок;https://www.litres.ru/book/n-prohorenok/qt-6-razrabotka-okonnyh-prilozheniy-na-c-68995504/;['Может книга и неплохая, но она про QWidgets целиком и полностью. Ожидала qt quick и qml. Какие то отдельные главы могут быть полезны, но в целом зря купила.', 'ну в 6.5 заявлена поддержка видео через api Vulkan собственно она офиц. с версии 239. Коддинг-енкоддинг.', 'Ну не важно. Я себе уже собрал под Линукс из исходников.', 'А на счет поддержки Вулканом потокового видео - это открытый стандарт, должно подтолкнуть использование ИИ для анализа видеопотоков. С текстами и графикой сейчас все топчик. А с потоковым видео - все только начинается', 'Крайне неблагодарное дело - выпускать пособия по средам программирования. Только-только разобрались в Qt 6, как в апреле 2023 выпускают Qt 6.5. Среды программирования обновляются ежегодно, т.е. к моменту выхода книга уже устаревает.  Это не первое издание автора, посвященное Qt, однако подход выдержан тот же: максимально лаконично теорию, как можно больше примеров. В качестве дополнительного пособия использовать можно и нужно, но до базового учебника не дотягивает.']
0.0;0;0;2022;0;335 стр.;549.0;Программирование на Kotlin для Android;Дж. Блэйк Мик;https://www.litres.ru/book/bleyk-mik/programmirovanie-na-kotlin-dlya-android-70920856/;[]
4.4;59;0;2017;6;404 стр.;849.0;Kotlin в действии;Дмитрий Жемеров;https://www.litres.ru/book/dmitriy-zhemerov/kotlin-v-deystvii-27069061/;"['Книга для изучения Kotlin для новичков, но не для новичков в программировании. Нужны хотя бы базовые знания на Java. Книга очень подробно описывает синтаксис и особенности работы, по сравнению с классической Java. Код в книги компактный, картинок много, все описано понятно.', 'Минус только один – скачать нельзя, только с сайта ', 'Вывод: книгу нужно читать всем кто хочет изучить Kotlin', 'Здравствуйте. Нужно было срочно ознакомиться с языком, так как должен был разрабатывать проект на android при поддержке языка Kotlin. Так как я сам люблю больше книги, так как в них все структурировано и не нужно нигде искать частички нужной информации, то сразу же задумался о покупку книги. Нашел ее прямо здесь. Насчет самой книги: очень понравилась. Все объяснено на доступном языке и простыми словами (Если вы конечно знакомы хотя бы каким-нибудь боком с программированием, ООП и тд, то вам будет все ясно и понятно).', 'Отличная книга для освоения языка Kotlin. Очень просто и понятно объясняется на примерах все основные и необходимые знания. Но книга для тех кто писал на Java. Иначе будет много непонятного.', 'Вопросы не к содержанию книги, а к формату электронной версии. ', 'Покупка электронной версии книги по программированию в предлагаемом формате НЕ ИМЕЕТ НИ КАКОГО СМЫСЛА, ни фрагменты кода, ни названия, вообще ничего скопировать нельзя, никакие ссылки не нажимаются, это полный аналог бумажной книги.', 'У меня есть опыт программирования на Java, но по работе понадобился Kotlin. Эта книга мне очень понравилась! Довольно подробно расписаны основные темы, особенности языка. Подходит для знакомства с Kotlin и в принципе можно после нее начинать писать. Это не просто описание библиотек, а больше философия языка, почему функции так сделаны, как написать свои использовав все преимущества. Моя основная задача на эту книгу была ""Научиться разбирать код в проекте, понимать что написано"". Я считаю, что с этой задачей она справилась.\nДля углубления продолжу с книгой ""Волшебный Kotlin"" - там уже много практики и более глубокие знания по написанию программ в целом.']"
5.0;3;16;2020;3;576 стр.;609.0;Обработка естественного языка в действии;Лейн Хобсон;https://www.litres.ru/book/leyn-hobson-27650502/obrabotka-estestvennogo-yazyka-v-deystvii-64064936/;['Книга написана на современном уровне. Предназначена для заинтересованного читателя. Хорошее качество перевода. Можно рекомендовать читателю, который интересуется указанной проблематикой.', 'Книга будет интересна как начинающим работать в области обработки естественных языков, так и опытным специалистам. Написана простым и ясным языком с большим количеством примеров. Приведенные в конце книги приложения наряду с материалами, выложенными на сайте издательства Manning, позволяют на практике закрепить полученные теоретические знания.']
4.3;11;16;2022;4;556 стр.;799.0;Kotlin. Программирование для профессионалов;Джош Скин;https://www.litres.ru/book/dzhosh-skin/kotlin-programmirovanie-dlya-professionalov-66738298/;['Книга подойдет даже тем, кто только начинает изучение программирования. Многие базовые концепции рассмотрены весьма подробно. После каждой темы есть практические задания, которые идут по возрастанию сложности, как и сами темы. Также книга знакомит с организацией документации по Kotlin в сети Интернет. В ней есть практические советы по работе со средой программирования IntelliJ IDEA. Всё вместе делает книгу полноценным самоучителем по языку Kotlin для начинающих. Это действительно обучающий курс как по языку Kotlin, так и по программированию в целом.', 'современный язык программирования, подойдет кто любит мобилные разработки, легко читаеться хорошо обясняеться,рекомендую к прочтеню.', 'думаю, хороша, но Котлин каждый день обновляется и информация устаревает. Тут еще и андроид разработку затронули, похвально, но лучше для этого отдельную книгу брать', 'Книга не очень да базово что то она оставляет в голове. Я бы сказал поверхностная книга. Очень много не досказаности осталось после нее. Понимаю что если бы все это было расписано глубоко и подробно книга была бы не менее 1000 страниц а так получается с миру по нитке.']
3.8;52;12;2012;10;446 стр. 77 иллюстраций;399.0;Как тестируют в Google;Джефф Каролло;https://www.litres.ru/book/d-uittaker/kak-testiruut-v-google-6701651/;"['Книга представляет собой компиляцию множества интервью и сообщений в блогах, посвящённую подходам к тестированию ПО в Google. Из изложенных в книге идей можно выделить следующие:', '', 'В книге описано очень интересных технологий, в частности, описан BITE – встроенный в Chrome компонент помогающий сформировать обращение в bugtracking-систему. ', 'Из не имеющей непосредственного к теме книги, но занятной информации, я бы отметил описание роли и места Индии (Хайдарабада) в успехе Google. Так же пикантным моментом, связанным с автором книги является факт его ухода из Google в 2012 году (вернулся в Microsoft) из-за конфликта с руководством по поводу Google+.', 'Я бы рекомендовал эту книгу как обязательную к прочтению всем, кто серьёзно озабочен проблемой обеспечения качества программного обеспечения. Лично меня эта книга вдохновила на автоматизацию тестирования ПО с использованием Python в нашей компании.', 'Описание органицации контроля качества в мировом лидере IT – корпорации Google. Авторы – руковолители и ведущие специалисты корпорации Google.', 'Достоинства: поэтапно рассказывается, за счёт чего компания, работающая с колоссальным объёмом данных, регулярно выпускает высококачественные релизы своих продуктов при жёстком дефиците людей и времени. Хорошо описаны базовые методики разработки и тестирования, детально описан специфичный для Google подход к взаимодействию различных групп специалистов.', 'Недостаток: изобилие взаиморекламы авторов.', 'Резюме: Обязательно к прочтению для работников IT-индустрии.', 'Последние 7 лет своей профессиональной деятельности я посвятил тестированию программного обеспечения. Как известно, имеется не так много книг на русском языке посвященной данной тематике. Увидев эту книгу, мне стало интересно выяснить, отличаются ли методы тестирования компании Google от общеизвестной практики инжиниринга ПО. Теперь я смог ответить на этот вопрос.', 'Читая эту книгу, я сначала получал ответы на совсем другие вопросы. Например, \nПочему некоторые ""продвинутые"" специалисты в разработке ПО зарабатывают миллионы, а другие — нет?\nКакие такие особенные обязанности имеет специалист по тестированию ПО, если он зарабатывает, например 300 000 долларов в год?', 'В одном блоге я прочитал вот такую поучительную историю, резюмирующую мои представления об организации программного инжиниринга в данной компании:\n', 'Треть книги состоит из взаиморекламы сотрудников компании, которые между делом рассказывают нам в своих интервью, как создавались те или иные проекты по тестированию гугловских приложений и как создавались особые роли специалистов по тестированию. Приблизительно вторая треть книги описывает организационную структуру и взаимодействие сотрудников в проектах по тестированию. Хоть и специалисты выдают свои мысли и считают, что компания имеет особые решения в области тестирования ПО, всякий специалист по программному инжинирингу, знакомый с ведущими технологиями разработки ПО (RUP, агильное программирование, TDD, Scrum и др.), легко приходит к выводу, что в компании не придумали ничего абсолютно нового, все процессы тестирования схожи с общепринятыми техниками (хотя и взаимодействие между различными группами работников проекта, возможно, и построена нестандартно). ', 'Книгу, правда, в любом случае прочитать специалистам в разработке и тестировании ПО очень полезно. Ну, хотя бы для того, чтобы знать, как можно презентировать на высоком уровне свои наработки. Многие компании, уделяющие небольшое время тестированию своих выпускаемых программных продуктов, найдут в книге много полезных советов и убеждений в вопросе, зачем и как лучше тестировать программы. Книга может быть полезна также начинающим руководителям проектов', 'ТОП-3 тем, которые меня очень заинтересовали при чтении книги: \n1) Идея внутренней тестовой сертификации специалистов\n2) Пример отличного кандидата от Джейсона Арбона (как должен уметь себя преподнести на собеседовании стоящий программист)\n3) Что такое краудсорсинг и в каких случаях его интересно применять', 'P.S. Я бы не отказался от внедрения в моей компании правила 20%, когда один рабочий день недели каждый сотрудник работает в проекте компании, который сам для себя выбрал. Прекрасная мотивация для роста над собой!', 'Меня больше интересует поиск и усовершенствование поискового алгоритма Google, но тестирование тоже подойдёт. Хорошо, что в книге описана организационная структура службы тестирования и даны примеры тест-плана и тестовых туров Chrome.\nОднако, если вы о тестировании только слышали, как я, это не лучший способ знакомиться с тестированием. После заявления авторов, что многие книги о тестировании полезнее переработать в памперсы для взрослых, я даже боюсь браться за другие книги о тестировании. Выписала для себя несколько книг, которые упоминаются, и подписалась на обновления Google testing blog. Буду разбираться дальше.', 'Когда-то в Google работало лишь три тестировщика, а само тестирование считалось чем-то необязательным. Поначалу это не сказывалось на продуктивности небольшой компании, однако с увеличением масштабов пошло и увеличение количества багов. Джеймс Уиттакер и Патрик Коупленд - парни, которые первыми распознали угрозу такой ситуации для имиджа Google и фактически с нуля выстроили самую совершенную тестовую инфраструктуру планеты.', 'Вот об этом, если коротко, в книге и рассказывается. Введение и первая глава объясняют, зачем вообще тестирование нужно и кто им должен заниматься. Отдельно несколько раз проговаривается тезис о том, что тестировать продукт должна вся команда, в первую очередь - сами разработчики.', 'Потом авторы рассказывают нам о том, что такого специалиста как ""тестировщик"" в Google, вообще-то, нет. Зато есть три других. ""Разработчик в тестировании"" обладает первоклассными навыками программирования и занят автоматизацией тестирования, ""инженер-тестировщик"" занимается сбором и анализом данных, а также ручным тестированием, а ""тест-менеджер"" находится ""над схваткой"" и определяет, на какой проект сколько тестировщиков отправить и чем они там будут заниматься.', 'Отдельный интерес представляет глава о том, как в Google проходят собеседования. Оживляет книгу и большое количество интервью с топовыми специалистами. Радует и  большое количество юмора - например, Уиттакер заявляет, что ""лучший способ не пропустить баги в продакшн - вообще не писать код"".', 'Немного удивляет последняя глава, в которой авторы рассуждают о том, куда все это будет развиваться. Один из основных выводов заключается в том, что автоматизация и краудсорс-тестирование продолжат наступать по всем фронтам и в конечном итоге профессия тестировщика окажется где-то рядом с профессиями фонарщика и трубочиста. Согласитесь, странный вывод для книги, в которой каждые 20 страниц говорится, какая же у нас классная профессия. Частично эту странность снимает то, что классные специалисты, по мнению авторов, все равно останутся при деле.', 'В книге много полезных иллюстраций и очень информативное приложение.', '5/5']"
5.0;3;16;2019;0;608 стр.;699.0;Внедрение зависимостей на платформе .NET (+ epub);Николай Вильчинский;https://www.litres.ru/book/mark-siman/vnedrenie-zavisimostey-na-platforme-net-epub-66738278/;[]
4.7;6;12;2021;3;347 стр. 80 иллюстраций;429.0;Разберись в Data Science. Как освоить науку о данных и научиться думать как эксперт;Джордан Голдмейер;https://www.litres.ru/book/aleks-dzh-gatman/razberis-v-data-science-kak-osvoit-nauku-o-dannyh-i-nauch-69106330/;['+ является подробным и методичным введением в мир науки о данных.', '+ упор на практическую сторону науки о данных. Примеры из реальной жизни и практические упражнения', '+подчеркивает важность критического мышления и аналитического подхода в области данных.Это не просто обучающий материал по работе с инструментами и техниками, но и наставление о том, как развить навыки рассуждения и принятия решений на основе данных.', '+ действительно хорошие ссылки и рекомендации книг по теме', '- некоторые аспекты работы ds не описываются вообще от слова совсем. Это странно.', 'Автор описывает больше практическую сторону проблемы. Будет полезна начинающим специалистам как дополнение к базе.', 'Не в полной мере раскрывается тема работы с данными как таковыми, которые непосредственно используются в теоретической части, и в применимости непосредственно к полевым работам.', 'Отличная книга, описывающая базовые концепции работы с данными. Подойдет как начинающим датасаентистам, так и руководителям, работающим в сфере данных.', 'Понятным языком изложена теория с ссылками на источники для углубленного изучения']
4.0;16;0;2022;10;583 стр.;549.0;Что такое тестирование. Курс молодого бойца;Ольга Назина;https://www.litres.ru/book/olga-nazina/chto-takoe-testirovanie-kurs-molodogo-boyca-68998117/;"['Не обращала особого внимания на то, что где-то буква не пропечатана. Это была моя первая книга по тестированию. Книга с отличными иллюстрациями, подходит тем, кто запоминает материал через ассоциации/визуал. В течение двух месяцев прочитала, доделываю портфолио с помощью заданий из книги и материалов из общего доступа.', 'Ооочень много ошибок в тексте и темы сильно растянуты. Сама книга читается легко и без замороченных словечек, это плюс и минус, лексикон надо знать, но он от обучения конечно отвлекает. Совсем новичкам подойдет, а если в вашем репертуаре прочитана уже не одна книга данной тематики, то нового ничего не узнаете. Ставлю оценку 4 за то, что люблю книги с картинками и «домашними заданиями»', 'Очень несбалансированный материал. Картинки понятные, ""зато"" ни один из ""примеров"" не описан полностью (процентов на 10 максимум). Какие-то эклектичные советы, намеки, оценки, веселые картинки… Что они могут дать, если каждый пример требует дополнения страниц на двадцать? Так это надо всю книгу переписывать. Эта книга – как инструкция приставки для игры на фортепьяно без самого фортепьяно для обучения игре на фортепьяно.', 'Прежде чем рассказать о книге, мне надо немного рассказать обо мне.', 'Я работала тестировщиком несколько лет, а потом решила подтянуть теорию и закрыть пробелы. Знаний, достаточных для одной работы, глобально мало, чтобы спокойно крутиться в сфере. Поэтому я решила почитать эту книгу. Не оценю с точки зрения совсем новичка, который входит в сферу, потому что им не являюсь.', 'Начнем с того, что пусть вас не пугает объем - там достаточно много изображений, примеров, пояснений, разборов частных случаев из опыта автора, и если по книге вести конспект, то итоговый конспект вы прочтете за 30 минут. Не больше. От корки до корки, и плюс вряд ли абсолютно все разделы нужны будут на постоянном режиме в качестве настольной книги, но я знаю, что я буду возвращаться и перечитывать избранные элементы. Книга у меня имеется в бумажном экземпляре, но по потребности есть и электронка. Бумажное издание удручает обложкой, потому что местами покрытие уже отслаивается, но это не так уж важно в данном случае. Еще подкупает то, что автор ссылается на различные ресурсы и источники, что можно прочитать по теме, откуда взяла тот или иной термин. Также имеются вопросы для закрепления теории прочитанного и самопроверки, поэтому можно воспринимать и как учебник тоже.', 'Это пособие для ручного тестировщика, про автоматизацию немного теории, чтобы знать, что это такое, и чем пахнет. А также векторы развития. Написана как для чайника, для матерого бойца будет скорее как сувенир или азбука на полке, потому что многие моменты из разряда Капитан Очевидность. Но если профессионал считает, что уже ничего нового не узнает - то извините, у меня к этому профессионалу будут иметься вопросы. Кого-то может беспокоить или раздражать нарочито легкий язык с шутеечками и жаргонизмами, иллюстрации, но я на это не обращаю внимания, потому что важна именно информационная составляющая и подача, которая меня устроила. Но полноценным учебник не стоит называть - это все же отправная точка для захода в профессию, и если хочется нормального развития - надо иметь представление, куда хочешь, и что надо. Благо, есть один целый раздел, который поможет определиться хотя бы с примерным направлением, а также приводится литература для дальнейшего развития. Также есть интересные подсказки для прохождения собеседований, и немного важной теории для выполнения тестовых заданий и прохождения технического собеседования, когда проверяют подкованность в теории тестирования. Не гарантирую, что книги хватит на прохождение техсобеседований, конечно, зависит от вакансии, на что претендуете.', 'Мой вердикт: книга качественнее и живее статей по ряду вопросов, чтобы врубиться и понять, что к чему, но за самостоятельное пособие мало. Отправная точка для входа в профессию весьма годная, но пожалуйста, не испытывайте иллюзий, что после этой книги можете штурмовать hh. Подтянуть кроме самого тестирования еще и программы как минимум придется.', 'Я тестировщик с опытом и это не первая книга по тестированию, которую я читаю.\nКнига написана простым языком, в тексте много картинок. Так что кажется, что читаешь какой то комикс. Но это и хорошо. Ведь именно картинки помогают не устать от обилия текста, помогают запомнить информацию.\nТакая книга будет полезнее всего начинающим и тем, кто еще не работал в данной сфере. В книге есть не только сущие теоретические знания, но и  сведения о том, как работать в команде, как общаться с коллегами аналитиками и разработчиками, такие мини-подсказки по рабочему этикету.\nЧего только стоит ""Правило 20 минут""', 'Кто-то из-за любой мелочи дергает коллег, а кто-то днями-ночами пытается самостоятельно решить проблему, вместо того чтобы поинтересоваться у старших. А такое правило сразу дает ясность - что и когда делать.\nСо стороны может показаться, зачем писать о таких глупостях и элементарных вещах. Но как оказывается, не для всех людей такие вещи являются элементарными.\nВ книге есть и домашние задания,   вопросы для проверки. Эта книга как целый курс по обучению профессии тестировщика. Здесь можно найти информацию от самых азов до сложных тем, даже человек, уже несколько лет работающий в этой сфере может найти для себя что то новое.\nУверена, что буду перечитывать эту книгу еще не раз, отдельно по главам, в зависимости от того, какие именно знания захочется освежить в своей голове.\nСама по себе книга для меня не стала открытием, большую часть этой информации я уже изучала на сайте автора. Но все равно не отказа себе и купила в печатном виде (хотя и пожалела денег на цветную книгу - учитывая сколько иллюстраций в книге это было бы кстати).\nНи о чем не жалею, прочитала и буду перечитывать ее обязательно))']"
4.6;5;16;2022;2;260 стр.;499.0;Python за 7 дней. Краткий курс для начинающих (pdf+epub);Эндрю Парк;https://www.litres.ru/book/endru-park/python-za-7-dney-kratkiy-kurs-dlya-nachinauschih-pdf-epub-69434344/;['Книга предназначена для тех, кто только начинает изучать язык программирования Python. Она поможет новичкам быстро освоить основы программирования и получить необходимые навыки для решения простых задач. В книге подробно рассматриваются такие темы, как работа с переменными, условия, циклы, функции, списки, кортежи, словари и другие. Также приводятся примеры написания простых программ на Python и разбираются типичные ошибки, которые могут возникнуть при написании кода.', 'Книга написана простым языком и может стать отличным введением в изучением Python . Есть практические примеры, которые помогают понять суть происходящего. Зачем и для чего.']
3.8;22;16;2019;7;353 стр.;699.0;Грокаем глубокое обучение (pdf+epub);Эндрю Траск;https://www.litres.ru/book/endru-trask-21142618/grokaem-glubokoe-obuchenie-pdf-epub-48613333/;"['Очень доступная (для понимания) книга. Когда читаешь, прямо чувствуется, что автор любит людей! Старается разжевать всё максимально понятно!', 'Ещё особенность: многие книги по программированию мне лично приходится перечитывать по несколько раз – бывает что абзац или главу читаешь, думаешь, потом перечитываешь опять (потому, что не всё понятно сразу). То вот именно в этой книге не то, что с первого раза понятно, а бывает что наоборот? ты уже понял, а автор сам намеренно повторяет рисунки, примеры кода и определения. Чтобы не приходилось листать назад чтобы посмотреть начало главы.', 'Потрясающим образом, ни один пример кода из этой книги ""так как есть"" не работает из-за ошибок...', 'Впечатляет. 100% ', 'Абсолютная неспособность автора/ переводчика давать переменным и функциям адекватные имена - тоже очень мешает пониманию.', 'Как студенту только что поступившему было полезно. Не все понятно еще, но максимально доступно. Для старта подходит, не исчерпывающее руководство, но захотелось изучать еще. ', 'Однозначно рекомендую.', 'Честное слово, если бы не университет, ничто не заставило бы меня читать это.\xa0', 'Книгу можно рассматривать только как первую ступень к нейронкам. Если у вас даже представления нет, что они собой представляют и как работают, тогда она для вас. Все максимально просто разжёвывается (по крайней мере, в первой половине книги, дальше автору, похоже, наскучило, ну или он знания читателей переоценил). Но если знания по теме ИИ присутствуют, то вряд ли эту книгу можно считать достойным закреплением материала.', 'Стоит упомянуть, что все примеры на python, использование фреймворков не оговаривается, тема распознавания образов задета вскользь, есть примеры обработки естественного языка.', 'Но по факту, подкованной я себя не чувствую после ее проработки - проклятье какое-то)', 'Вторая книга из серии ""Грокаем"", до которой дошли руки. Ранее читала ""Алгоритмы"" - и была просто в восторге от стиля изложения и примеров. От ""глубокого обучения"" ждала чего-то похожего. \nНе скажу, что мои ожидания оправдались полностью - местами более сухо, местами более заумно, а некоторые разделы напоминают изобретение велосипеда. \nВ целом, книга неплохо излагает основы. Подойдет для введения в тему искусственного интеллекта, если не получилось осилить более ""научные"" источники. Однако, чтобы понять содержание, все еще необходимо хоть немного понимать код на Python и не бояться математики. \nЕсли же хочется в теме разобраться глубоко - не стоит брать эту книгу как единственный источник.', '#Нон-фикшн 2020']"
3.5;2;16;2021;1;432 стр.;699.0;Алгоритмы на практике. Решение реальных задач (pdf + epub);Даниэль Зингаро;https://www.litres.ru/book/daniel-zingaro-32366/algoritmy-na-praktike-reshenie-realnyh-zadach-pdf-epu-69166267/;['Книга очень интересная, фундаментальная база для разработчиков, алгоритмы описанные в книге имеют широкое распространение в том числе при проектировании компиляторов']
5.0;1;16;2021;1;432 стр.;699.0;Kafka Streams и ksqlDB. Данные в реальном времени (pdf + epub);Митч Сеймур;https://www.litres.ru/book/mitch-seymur/kafka-streams-i-ksqldb-dannye-v-realnom-vremeni-pdf-epub-69166225/;['Крутая книга во всех отношениях. Пока дошел только до середины но закладок уйма уже. Даже думаю делать что-то типа конспектов']
0.0;0;16;2022;0;304 стр.;699.0;Тестирование веб-API (+ epub);Марк Винтерингем;https://www.litres.ru/book/mark-vinteringem/testirovanie-veb-api-epub-70504714/;[]
4.8;4;0;2023;1;275 стр.;535.0;Информатика. 8 класс. Базовый уровень;Л. Л. Босова;https://www.litres.ru/book/anna-bosova/informatika-8-klass-68294039/;['мне нравится. это очень хорошая книга. очень вам благодарна за то, что вы выпускаете ещё больше книг с таким названием.!', 'анастасия довжик, подскажите, пожалуйста, как Вы монетизируете свои комментарии?']
4.0;2;16;2019;0;304 стр.;699.0;Объекты. Стильное ООП (pdf + epub);Маттиас Нобак;https://www.litres.ru/book/mattias-nobak/obekty-stilnoe-oop-pdf-epub-69166270/;[]
4.7;12;12;2017;1;;689.0;Карьера в IT. Как найти работу, прокачать навыки и стать крутым разработчиком;Джон Сонмез;https://www.litres.ru/audiobook/dzhon-sonmez/karera-v-it-kak-nayti-rabotu-prokachat-navyki-i-stat-krutym-r-69436486/;['Действительно очень хорошая книга которая раскрывает вопросы карьеры в IT от начала и до конца. Особенно понравились разборы типичных ошибок при продвижении своей карьеры, и подробный разбор как решать  на работе вопросы по зарплате,  взаимодействия с неадекватным коллективом, так же разобраны вопросы как уволиться так чтобы не попасть впросак при этом. Так же очень подробно описано как поднять свою ценность при устройстве на работу и как обсуждать предстоящую зарплату.']
